          16.00            0.16        1048.576 -44.7004746706021
          16.00            0.32           0.001 -0.0336453309857
          16.00            0.32           0.004 0.0672858370532
          16.00            0.32           0.016 0.1345732823629
          16.00            0.32           0.064 -0.2691513895697
          16.00            0.32           0.256 -0.5383011708457
          16.00            0.32           1.024 1.0765975168289
          16.00            0.32           4.096 -2.1531998585150
          16.00            0.32          16.384 -4.3063981087430
          16.00            0.32          65.536 -8.6127946091948
          16.00            0.32         262.144 -17.2255876101657
          16.00            0.32        1048.576 -34.4511736119703
          16.00            0.64           0.001 -0.0251956074587
          16.00            0.64           0.004 0.0503866384217
          16.00            0.64           0.016 -0.1007778532516
          16.00            0.64           0.064 -0.2015541810094
          16.00            0.64           0.256 0.4031037855743
          16.00            0.64           1.024 0.8062090966239
          16.00            0.64           4.096 -1.6124227696833
          16.00            0.64          16.384 -3.2248440138883
          16.00            0.64          65.536 -6.4496865025242
          16.00            0.64         262.144 -12.8993714810254
          16.00            0.64        1048.576 -25.7987414331828
          16.00            1.28           0.001 0.0184937112372
          16.00            1.28           0.004 -0.0369918575384
          16.00            1.28           0.016 -0.0739822366661
          16.00            1.28           0.064 0.1479600381841
          16.00            1.28           0.256 0.2959215547368
          16.00            1.28           1.024 0.5918445878469
          16.00            1.28           4.096 -1.1836936108234
          16.00            1.28          16.384 -2.3673857432816
          16.00            1.28          65.536 4.7347670515616
          16.00            1.28         262.144 9.4695355826491
          16.00            1.28        1048.576 18.9390726301746
          16.00            2.56           0.001 0.0133965753117
          16.00            2.56           0.004 0.0267946013881
          16.00            2.56           0.016 -0.0535935552818
          16.00            2.56           0.064 -0.1071856596931
          16.00            2.56           0.256 -0.2143698685263
          16.00            2.56           1.024 0.4287353844998
          16.00            2.56           4.096 -0.8574751215498
          16.00            2.56          16.384 1.7149458905971
          16.00            2.56          65.536 3.4298932321875
          16.00            2.56         262.144 6.8597879144841
          16.00            2.56        1048.576 13.7195772633797
          16.00            5.12           0.001 0.0096199760580
          16.00            5.12           0.004 -0.0192442551819
          16.00            5.12           0.016 -0.0384870759152
          16.00            5.12           0.064 0.0769698486247
          16.00            5.12           0.256 -0.1539440004133
          16.00            5.12           1.024 0.3078836976409
          16.00            5.12           4.096 0.6157688296789
          16.00            5.12          16.384 1.2315390937585
          16.00            5.12          65.536 2.4630796215726
          16.00            5.12         262.144 4.9261606802616
          16.00            5.12        1048.576 9.8523227981712
          16.00           10.24           0.001 0.0068691526212
          16.00           10.24           0.004 0.0137397294755
          16.00           10.24           0.016 0.0274808832602
          16.00           10.24           0.064 -0.0549660396375
          16.00           10.24           0.256 0.1099278061009
          16.00           10.24           1.024 0.2198570365781
          16.00           10.24           4.096 0.4397154975370
          16.00           10.24          16.384 -0.8794352683151
          16.00           10.24          65.536 -1.7588691118243
          16.00           10.24         262.144 -3.5177368011512
          16.00           10.24        1048.576 -7.0354721894150
          32.00            0.01           0.001 0.0849642333600
          32.00            0.01           0.004 -0.1699583042254
          32.00            0.01           0.016 -0.3399066608332
          32.00            0.01           0.064 0.6797834814880
          32.00            0.01           0.256 1.3595769092564
          32.00            0.01           1.024 -2.7191836580224
          32.00            0.01           4.096 -5.4383573694300
          32.00            0.01          16.384 -10.8767047922791
          32.00            0.01          65.536 21.7533797449009
          32.00            0.01         262.144 -43.5067893294500
          32.00            0.01        1048.576 -87.0135687123464
          32.00            0.02           0.001 0.0864900581361
          32.00            0.02           0.004 -0.1730072040966
          32.00            0.02           0.016 0.3459873179633
          32.00            0.02           0.064 0.6919836653347
          32.00            0.02           0.256 -1.3839944198965
          32.00            0.02           1.024 2.7679617502649
          32.00            0.02           4.096 5.5359325302887
          32.00            0.02          16.384 11.0718740903610
          32.00            0.02          65.536 -22.1437752701395
          32.00            0.02         262.144 -44.2875415104474
          32.00            0.02        1048.576 88.5750559315380
          32.00            0.04           0.001 -0.0757955494531
          32.00            0.04           0.004 -0.1515832310051
          32.00            0.04           0.016 0.3031428610972
          32.00            0.04           0.064 -0.6063093222704
          32.00            0.04           0.256 -1.2126107776163
          32.00            0.04           1.024 -2.4252136883780
          32.00            0.04           4.096 -4.8504195099359
          32.00            0.04          16.384 9.7008154194999
          32.00            0.04          65.536 19.4016387057711
          32.00            0.04         262.144 -38.8033010119014
          32.00            0.04        1048.576 77.6065784236545
          32.00            0.08           0.001 -0.0614354780772
          32.00            0.08           0.004 0.1228500432810
          32.00            0.08           0.016 -0.2457209982576
          32.00            0.08           0.064 -0.4914350256229
          32.00            0.08           0.256 -0.9828630804517
